Brand,Year,Model,Title,UsedOrNew,Transmission,DriveType,FuelType,FuelConsumption,Kilometres,ColourExtInt,CylindersinEngine,BodyType,Doors,Seats,State,Cylinders,Capacity
Suzuki,2022,Swift,2022 Suzuki Swift GL S,NEW,Automatic,Front,Unleaded,4.8,10.0,White / -,4 cyl,Hatchback,5 Doors, 5 Seats,NSW,4.0,1.2
Subaru,2016,Forester,2016 Subaru Forester 2.5I-L,USED,Automatic,AWD,Unleaded,8.1,87939.0,Silver / Black,4 cyl,SUV,4 Doors, 5 Seats, WA,4.0,2.5
Mercedes-Benz,2007,ML320,2007 Mercedes-Benz ML320 CDI (4X4),USED,Automatic,4WD,Diesel,9.6,286123.0,Silver / Grey Leather,6 cyl,SUV,4 Doors, 5 Seats, SA,6.0,3.0
Toyota,2009,Corolla,2009 Toyota Corolla Ascent,USED,Manual,Front,Unleaded,7.4,232000.0,- / -,4 cyl,Hatchback,5 Doors, 5 Seats,NSW,4.0,1.8
Toyota,2019,Corolla,2019 Toyota Corolla Ascent Sport,USED,Automatic,Front,Unleaded,6.0,80219.0,Silver / -,4 cyl,Hatchback,5 Doors, 5 Seats, SA,4.0,2.0
Nissan,2008,Elgrand,2008 Nissan Elgrand Highway Star,USED,Automatic,Rear,Unleaded,7.6,60712.0,Black / Black,-,Wagon,missing_dr,missing_seats,NSW,4.0,2.2
Toyota,2022,Hilux,2022 Toyota Hilux Workmate 4x2,USED,Manual,Rear,Unleaded,7.6,6745.0,White / Grey,-,Ute / Tray,missing_dr,missing_seats,NSW,4.0,2.2
Hyundai,2005,Getz,2005 Hyundai Getz FX,USED,Automatic,Front,Unleaded,7.8,132595.0,Black / -,4 cyl,Hatchback,3 Doors, 5 Seats,NSW,4.0,1.5
Nissan,2014,Pathfinder,2014 Nissan Pathfinder ST-L (4X2),USED,Automatic,Front,Premium,9.9,115505.0,Grey / -,6 cyl,SUV,4 Doors, 7 Seats, WA,6.0,3.5
Hyundai,2020,Tucson,2020 Hyundai Tucson Highlander (awd),USED,Automatic,AWD,Diesel,6.4,49292.0,Grey / Black,4 cyl,SUV,4 Doors, 5 Seats,NSW,4.0,2.0
Mazda,2023,CX-9,2023 Mazda CX-9 Touring (awd),NEW,Automatic,AWD,Unleaded,8.8,7.0,White / Black Leather,4 cyl,SUV,4 Doors, 7 Seats,NSW,4.0,2.5
Honda,2013,Accord,2013 Honda Accord VTI-L,USED,Automatic,Front,Unleaded,8.1,199912.0,White / -,4 cyl,Sedan,4 Doors, 5 Seats,VIC,4.0,2.4
Mercedes-Benz,2018,Sprinter,2018 Mercedes-Benz Sprinter 316CDI High Roof LWB 7G-Tronic,USED,Automatic,Other,-,7.6,302052.0,White / -,-,Commercial,missing_dr,missing_seats,VIC,4.0,2.2
Mercedes-Benz,2014,M-Class,2014 Mercedes-Benz M-Class ML250 BlueTEC 7G-Tronic +,USED,Automatic,Other,Diesel,7.6,98962.0,Silver / Black,-,Wagon,missing_dr,missing_seats,VIC,4.0,2.2
GWM,2022,Haval,2022 GWM Haval Jolion Ultra Hybrid,USED,Automatic,Front,Hybrid,5.0,18164.0,White / -,4 cyl,SUV,4 Doors, 5 Seats,QLD,4.0,1.5
Suzuki,2021,Swift,2021 Suzuki Swift Sport,USED,Automatic,Front,Premium,7.6,19800.0,Grey / -,-,Hatchback,missing_dr,missing_seats, WA,4.0,2.2
BMW,2006,3,2006 BMW 3 Series 20i,USED,Automatic,Other,Unleaded,7.6,94217.0,Black / -,-,missing_btc,missing_dr,missing_seats,NSW,4.0,2.2
Holden,2009,Commodore,2009 Holden Commodore Omega,USED,Automatic,Rear,Unleaded,10.9,153926.0,White / -,6 cyl,Ute / Tray,2 Doors, 2 Seats,VIC,6.0,3.6
Volkswagen,2019,Tiguan,2019 Volkswagen Tiguan 162 TSI Highline,USED,Automatic,AWD,Premium,8.1,84665.0,Black / Black,4 cyl,SUV,4 Doors, 5 Seats,NSW,4.0,2.0
Hyundai,2004,Elantra,2004 Hyundai Elantra 2.0 HVT,USED,Automatic,Front,Unleaded,9.1,185413.0,Blue / Grey,4 cyl,Hatchback,5 Doors, 5 Seats,NSW,4.0,2.0
Ford,2020,Ranger,2020 Ford Ranger XL 3.2 (4X4),USED,Automatic,4WD,Diesel,8.7,73491.0,White / -,5 cyl,Ute / Tray,4 Doors, 5 Seats, SA,5.0,3.2
BMW,2016,125I,2016 BMW 125I Sportline,USED,Automatic,Rear,Premium,6.7,43754.0,Silver / -,4 cyl,Hatchback,5 Doors, 5 Seats,NSW,4.0,2.0
Mercedes-Benz,2019,C300,2019 Mercedes-Benz C300,USED,Automatic,Rear,Premium,7.0,106075.0,Silver / -,4 cyl,Sedan,4 Doors, 4 Seats,VIC,4.0,2.0
Toyota,2016,Hilux,2016 Toyota Hilux Workmate,USED,Automatic,Rear,Unleaded,10.4,83178.0,White / -,4 cyl,Ute / Tray,4 Doors, 5 Seats,NSW,4.0,2.7
Toyota,2020,Hilux,2020 Toyota Hilux Workmate,USED,Automatic,Rear,Unleaded,10.9,46000.0,White / -,4 cyl,Ute / Tray,2 Doors, 2 Seats, SA,4.0,2.7
Nissan,2021,Juke,2021 Nissan Juke ST-L,USED,Automatic,Front,Premium,5.8,2865.0,Grey / Grey,3 cyl,SUV,5 Doors, 5 Seats, WA,3.0,1.0
Toyota,2010,Estima,2010 Toyota Estima 2.4 Aeras G Edition,USED,Automatic,Other,Unleaded,7.6,67000.0,Grey / Grey,-,Wagon,missing_dr,missing_seats,VIC,4.0,2.2
Mitsubishi,2017,Pajero,2017 Mitsubishi Pajero GLX LWB (4X4),USED,Automatic,4WD,Diesel,9.0,149292.0,White / -,4 cyl,SUV,4 Doors, 7 Seats,QLD,4.0,3.2
Ford,2016,Kuga,2016 Ford Kuga Titanium (awd),USED,Automatic,AWD,Diesel,5.6,156832.0,Grey / Black,4 cyl,SUV,4 Doors, 5 Seats,VIC,4.0,2.0
Kia,2019,Carnival,2019 Kia Carnival S,USED,Automatic,Front,Unleaded,10.8,48624.0,White / Standard Trim,6 cyl,Wagon,4 Doors, 8 Seats, WA,6.0,3.3
Mercedes-Benz,2019,A180,2019 Mercedes-Benz A180,USED,Automatic,Front,Unleaded,5.7,44700.0,White / Black,4 cyl,Hatchback,5 Doors, 5 Seats,QLD,4.0,1.3
Ford,2013,Ranger,2013 Ford Ranger XLT 3.2 (4X4),USED,Manual,4WD,Diesel,9.4,154894.0,Silver / -,5 cyl,Ute / Tray,4 Doors, 5 Seats,NSW,5.0,3.2
Holden,2014,Commodore,2014 Holden Commodore Evoke (lpg),USED,Automatic,Rear,LPG,11.5,276925.0,White / -,6 cyl,Sedan,4 Doors, 5 Seats,VIC,6.0,3.6
Nissan,2023,Qashqai,2023 Nissan Qashqai,DEMO,-,Other,Unleaded,7.6,1566.0,White / -,-,Wagon,missing_dr,missing_seats, WA,4.0,2.2
Volkswagen,2017,Golf,2017 Volkswagen Golf Alltrack DSG 4MOTION 132TSI,USED,Automatic,Other,Premium,7.6,62711.0,White / -,-,Wagon,missing_dr,missing_seats,NSW,4.0,2.2
Mitsubishi,2012,Triton,2012 Mitsubishi Triton GLX-R (4X4),USED,Automatic,4WD,Diesel,9.9,221757.0,Silver / -,4 cyl,Ute / Tray,4 Doors, 5 Seats,NSW,4.0,2.5
Toyota,2014,Hilux,2014 Toyota Hilux SR,USED,Manual,Rear,Diesel,8.1,205349.0,Black / Black,4 cyl,Ute / Tray,4 Doors, 5 Seats,QLD,4.0,3.0
Hyundai,2011,I45,2011 Hyundai I45 Active,USED,Automatic,Front,Unleaded,7.6,157484.0,White / -,4 cyl,Sedan,4 Doors, 5 Seats,NSW,4.0,2.0
GWM,2021,UTE,2021 GWM UTE Cannon-L (4X4),USED,Automatic,4WD,Diesel,9.4,6665.0,Blue / Black,4 cyl,Ute / Tray,4 Doors, 5 Seats,VIC,4.0,2.0
Mazda,2018,3,2018 Mazda 3 Maxx Sport,USED,Automatic,Front,Unleaded,5.8,32411.0,Black / Black,4 cyl,Hatchback,5 Doors, 5 Seats,QLD,4.0,2.0
Mazda,2018,2,2018 Mazda 2 NEO,USED,Automatic,Front,Unleaded,5.5,62700.0,Red / Grey,4 cyl,Hatchback,5 Doors, 5 Seats,NSW,4.0,1.5
Volkswagen,2021,Tiguan,2021 Volkswagen Tiguan 162 TSI R-Line,USED,Automatic,AWD,Premium,8.5,44120.0,Grey / R Line,4 cyl,SUV,4 Doors, 5 Seats,VIC,4.0,2.0
Fiat,2016,Ducato,2016 Fiat Ducato Mid Roof MWB Comfort-matic,USED,Automatic,Front,Diesel,7.6,83796.0,White / Black,-,Commercial,missing_dr,missing_seats,VIC,4.0,2.2
Ford,2018,Ranger,2018 Ford Ranger XLT 3.2 (4X4),USED,Automatic,4WD,Diesel,8.9,90757.0,White / Black,5 cyl,Ute / Tray,4 Doors, 5 Seats, SA,5.0,3.2
Holden,2015,Cascada,2015 Holden Cascada,USED,Automatic,Front,Premium,7.5,49599.0,Grey / Leather,4 cyl,Convertible,2 Doors, 4 Seats,ACT,4.0,1.6
Mazda,2020,BT-50,2020 Mazda BT-50 XT (4X4),USED,Automatic,4WD,Diesel,8.0,68316.0,Grey / -,4 cyl,Ute / Tray,4 Doors, 5 Seats, WA,4.0,3.0
Honda,2011,CR-Z,2011 Honda CR-Z Luxury Hybrid,USED,Automatic,Front,Hybrid,4.7,168753.0,Black / -,4 cyl,Coupe,2 Doors, 4 Seats,QLD,4.0,1.5
Toyota,2004,Corolla,2004 Toyota Corolla Ascent,USED,Automatic,Front,Unleaded,7.8,177000.0,White / Cream Beige,4 cyl,Sedan,4 Doors, 5 Seats,QLD,4.0,1.8
Holden,2018,Colorado,2018 Holden Colorado LS (4X2),USED,Automatic,Rear,Diesel,8.8,161456.0,White / Grey,4 cyl,Ute / Tray,4 Doors, 5 Seats,NSW,4.0,2.8
Toyota,2017,Camry,2017 Toyota Camry Altise,USED,Automatic,Front,Unleaded,7.9,133481.0,Silver / -,4 cyl,Sedan,4 Doors, 5 Seats,VIC,4.0,2.5
Kia,2016,Sportage,2016 Kia Sportage Platinum (awd),USED,Automatic,AWD,Unleaded,8.5,94390.0,White / -,4 cyl,SUV,4 Doors, 5 Seats,NSW,4.0,2.4
Jeep,2018,Cherokee,2018 Jeep Cherokee Trailhawk (4X4),USED,Automatic,4WD,Unleaded,10.2,44520.0,White / Leather,6 cyl,SUV,4 Doors, 5 Seats,QLD,6.0,3.2
Toyota,2021,RAV4,2021 Toyota RAV4 Edge (awd) Hybrid,USED,Automatic,AWD,Hybrid,4.8,26922.0,Red / 74Eb20,4 cyl,SUV,5 Doors, 5 Seats,NSW,4.0,2.5
Mazda,2016,BT-50,2016 Mazda BT-50 GT (4X4),USED,Automatic,4WD,Diesel,9.2,193346.0,White / -,5 cyl,Ute / Tray,4 Doors, 5 Seats,NSW,5.0,3.2
Toyota,2015,HiAce,2015 Toyota HiAce LWB CREW,USED,Automatic,Rear,Diesel,7.6,138410.0,Burgundy / -,-,Commercial,missing_dr, 5 Seats,NSW,4.0,2.2
Hyundai,2014,I40,2014 Hyundai I40 Premium,USED,Automatic,Front,Diesel,6.0,116169.0,Red / Black,4 cyl,Sedan,4 Doors, 5 Seats,QLD,4.0,1.7
Volkswagen,2015,Golf,2015 Volkswagen Golf 90 TSI,USED,Automatic,Front,Premium,5.4,94375.0,White / Grey,4 cyl,Hatchback,5 Doors, 5 Seats,NSW,4.0,1.4
Hyundai,2020,I30,2020 Hyundai I30 GO,USED,Automatic,Front,Unleaded,7.4,64599.0,Red / Black,4 cyl,Hatchback,4 Doors, 5 Seats,VIC,4.0,2.0
Mitsubishi,2019,Triton,2019 Mitsubishi Triton GLX (4X4),USED,Automatic,4WD,Diesel,8.6,66677.0,White / Black,4 cyl,Ute / Tray,4 Doors, 5 Seats,VIC,4.0,2.4
Nissan,2007,Navara,2007 Nissan Navara ST-X (4X4),USED,Manual,4WD,Diesel,9.8,223000.0,White / Black,4 cyl,Ute / Tray,4 Doors, 5 Seats,VIC,4.0,2.5
Volkswagen,2022,Multivan,2022 Volkswagen Multivan Comfortline Premium TDI340 SWB,NEW,Automatic,Front,Diesel,6.6,50.0,Grey / Black,4 cyl,Wagon,4 Doors, 7 Seats,VIC,4.0,2.0
Lexus,2014,GS250,2014 Lexus GS250 Luxury,USED,Automatic,Rear,Premium,9.3,68429.0,White / Black,6 cyl,Sedan,4 Doors, 5 Seats, SA,6.0,2.5
Mercedes-Benz,2005,E350,2005 Mercedes-Benz E350 Avantgarde,USED,Automatic,Rear,Premium,9.7,211053.0,Grey / -,6 cyl,Sedan,4 Doors, 5 Seats,NSW,6.0,3.5
Holden,2015,Cruze,2015 Holden Cruze Equipe,USED,Automatic,Front,Unleaded,7.6,158210.0,Grey / Black,-,Hatchback,missing_dr,missing_seats,VIC,4.0,2.2
Nissan,2008,Pathfinder,2008 Nissan Pathfinder ST-L (4X4),USED,Automatic,4WD,Unleaded,13.5,247880.0,Grey / -,6 cyl,SUV,4 Doors, 7 Seats,NSW,6.0,4.0
Mitsubishi,2018,Outlander,2018 Mitsubishi Outlander LS 7 Seat (awd),USED,Automatic,AWD,Diesel,6.2,32265.0,White / Black,4 cyl,SUV,4 Doors, 7 Seats, SA,4.0,2.3
Audi,2023,A3,2023 Audi A3 40 Tfsi Quattro,DEMO,Automatic,AWD,Premium,6.6,2088.0,Black / Black,4 cyl,Sedan,4 Doors, 5 Seats,NSW,4.0,2.0
Kia,2019,Stinger,2019 Kia Stinger GT (blk LTH W Michelin Tyr),USED,Automatic,Rear,Unleaded,10.2,29189.0,Red / -,6 cyl,Sedan,4 Doors, 5 Seats,NSW,6.0,3.3
Volkswagen,2020,Golf,2020 Volkswagen Golf 110 TSI Trendline,USED,Automatic,Front,Premium,5.4,59887.0,Grey / -,4 cyl,Hatchback,5 Doors, 5 Seats, WA,4.0,1.4
Kia,2016,Sorento,2016 Kia Sorento SLI (4X2),USED,Automatic,Front,Unleaded,9.9,29034.0,Grey / Black,6 cyl,SUV,4 Doors, 7 Seats,QLD,6.0,3.3
Mini,2021,3D,2021 Mini 3D Hatch Cooper S Classic,USED,-,Front,Premium,5.8,18800.0,Black / Leatherette Carbon B,4 cyl,Hatchback,3 Doors, 4 Seats,NSW,4.0,2.0
Ssangyong,2022,Musso,2022 Ssangyong Musso ELX,NEW,Automatic,4WD,Diesel,8.6,10.0,Black / Black,4 cyl,Ute / Tray,4 Doors, 5 Seats, SA,4.0,2.2
Kia,2019,Cerato,2019 Kia Cerato Sport NAV,USED,Automatic,Front,Unleaded,7.4,12670.0,Grey / Black,4 cyl,Hatchback,5 Doors, 5 Seats,NSW,4.0,2.0
Hyundai,2018,Kona,2018 Hyundai Kona GO (fwd),USED,Automatic,Front,Unleaded,7.2,125033.0,Grey / Black,4 cyl,SUV,4 Doors, 5 Seats,VIC,4.0,2.0
Holden,2015,Commodore,2015 Holden Commodore SV6 Storm,USED,Automatic,Rear,Unleaded,9.5,90419.0,Silver / Black,6 cyl,Sedan,4 Doors, 5 Seats, SA,6.0,3.6
Toyota,2017,Camry,2017 Toyota Camry Altise,USED,Automatic,Front,Unleaded,7.9,103786.0,White / -,4 cyl,Sedan,4 Doors, 5 Seats,NSW,4.0,2.5
Volkswagen,2022,T-Cross,2022 Volkswagen T-Cross 85Tfsi Style,DEMO,Automatic,Front,Premium,5.4,2200.0,Blue / Black/Grey,3 cyl,SUV,4 Doors, 5 Seats,NSW,3.0,1.0
Toyota,2019,Hilux,2019 Toyota Hilux SR5 (4X4),USED,Automatic,4WD,Diesel,7.6,90231.0,Black / 1Yfj20,4 cyl,Ute / Tray,2 Doors, 4 Seats,NSW,4.0,2.8
Volkswagen,2016,Polo,2016 Volkswagen Polo 66 TSI Trendline,USED,Manual,Other,-,7.6,88395.0,White / -,-,Hatchback,missing_dr,missing_seats,NSW,4.0,2.2
Nissan,2018,Pathfinder,2018 Nissan Pathfinder ST-L (4X2) N-Sport,USED,Automatic,Front,Premium,9.9,89711.0,White / Black,6 cyl,SUV,4 Doors, 7 Seats,NSW,6.0,3.5
Ford,2010,Focus,2010 Ford Focus CL,USED,Automatic,Front,Unleaded,8.2,174800.0,Silver / Black,4 cyl,Hatchback,5 Doors, 5 Seats,VIC,4.0,2.0
Mazda,2008,BT-50,2008 Mazda BT-50 B3000 SDX (4X4),USED,Manual,4WD,Diesel,9.2,324882.0,- / -,4 cyl,Ute / Tray,4 Doors, 5 Seats,QLD,4.0,3.0
Skoda,2022,Octavia,2022 Skoda Octavia RS 180TSI,DEMO,Automatic,Front,Premium,6.8,1500.0,White / Rs,4 cyl,Wagon,4 Doors, 5 Seats,NSW,4.0,2.0
Mitsubishi,2012,Outlander,2012 Mitsubishi Outlander LS (4X4),USED,Automatic,AWD,Unleaded,7.5,219681.0,Black / Black,4 cyl,SUV,4 Doors, 7 Seats,NSW,4.0,2.4
Toyota,2014,Corolla,2014 Toyota Corolla ZR,USED,Automatic,Front,Unleaded,6.6,70694.0,Red / Black,4 cyl,Sedan,4 Doors, 5 Seats,VIC,4.0,1.8
Ford,2011,Ranger,2011 Ford Ranger XL (4X4),USED,Manual,4WD,Diesel,9.3,171393.0,Blue / -,4 cyl,Ute / Tray,4 Doors, 5 Seats,QLD,4.0,3.0
Skoda,2022,Kamiq,2022 Skoda Kamiq Style 85TSI,NEW,Automatic,Front,Premium,5.0,18.0,Red / -,3 cyl,SUV,4 Doors, 5 Seats,NSW,3.0,1.0
BMW,2006,320I,2006 BMW 320I,USED,Automatic,Rear,Unleaded,11.0,140427.0,Silver / -,4 cyl,Sedan,4 Doors, 5 Seats,NSW,4.0,2.0
Holden,2018,Colorado,2018 Holden Colorado LS SINGLE CAB,USED,Manual,Other,Diesel,7.6,48091.0,Orange / -,-,Ute / Tray,missing_dr,missing_seats,QLD,4.0,2.2
Toyota,2017,Camry,2017 Toyota Camry Atara SX,USED,Automatic,Front,Unleaded,7.8,118993.0,Grey / -,4 cyl,Sedan,4 Doors, 5 Seats,VIC,4.0,2.5
Great,2013,Wall,2013 Great Wall X200 (4X4),USED,Automatic,4WD,Diesel,9.2,201113.0,Silver / -,4 cyl,SUV,4 Doors, 5 Seats,QLD,4.0,2.0
Audi,2016,Q7,2016 Audi Q7 3.0 TDI Quattro (160KW),USED,Automatic,AWD,Diesel,5.8,90801.0,White / -,6 cyl,SUV,4 Doors, 7 Seats,NSW,6.0,3.0
MG,2021,ZST,2021 MG ZST Excite,USED,Automatic,Front,Unleaded,7.3,14964.0,Silver / Black,3 cyl,SUV,5 Doors, 5 Seats,QLD,3.0,1.3
Holden,2017,Captiva,2017 Holden Captiva 7 LTZ (awd),USED,Automatic,AWD,Diesel,8.1,138851.0,Red / Black,4 cyl,SUV,4 Doors, 7 Seats,NSW,4.0,2.2
Mazda,2021,CX-3,2021 Mazda CX-3 NEO Sport (fwd),USED,Automatic,Front,Unleaded,6.3,26958.0,White / Black,4 cyl,SUV,4 Doors, 5 Seats,VIC,4.0,2.0
Suzuki,2014,S-Cross,2014 Suzuki S-Cross GL (4X2),USED,Automatic,Front,Unleaded,5.8,50392.0,White / -,4 cyl,SUV,4 Doors, 5 Seats,NSW,4.0,1.6
Hyundai,2021,I30,2021 Hyundai I30,USED,Automatic,Front,Unleaded,7.4,29444.0,White / Black,4 cyl,Hatchback,5 Doors, 5 Seats,QLD,4.0,2.0
Kia,2020,Cerato,2020 Kia Cerato S,USED,Automatic,Front,Unleaded,7.4,56310.0,Grey / Black,4 cyl,Sedan,4 Doors, 5 Seats,VIC,4.0,2.0
Toyota,2016,Kluger,2016 Toyota Kluger Grande (4X2),USED,Automatic,Front,Unleaded,10.4,139637.0,Grey / Black,6 cyl,SUV,4 Doors, 7 Seats,NSW,6.0,3.5
Mazda,2018,BT-50,2018 Mazda BT-50 XTR (4X4),USED,Automatic,4WD,Diesel,10.0,92715.0,Black / Black,5 cyl,Ute / Tray,4 Doors, 5 Seats,VIC,5.0,3.2
Audi,2000,TT,2000 Audi TT Quattro,USED,Manual,AWD,Premium,10.5,205870.0,Silver / -,4 cyl,Convertible,2 Doors, 2 Seats,VIC,4.0,1.8
Renault,2022,Captur,2022 Renault Captur Intens,DEMO,Automatic,Front,Premium,6.6,2165.0,Red / -,4 cyl,SUV,4 Doors, 4 Seats, SA,4.0,1.3
Mazda,2013,3,2013 Mazda 3 NEO,USED,Manual,Front,Unleaded,7.9,135743.0,Red / Cloth,4 cyl,Hatchback,5 Doors, 5 Seats,ACT,4.0,2.0
Toyota,2021,C-HR,2021 Toyota C-HR Koba (2WD),USED,Automatic,Front,Premium,6.4,21177.0,Red / Black Leather Accented,4 cyl,SUV,4 Doors, 5 Seats,VIC,4.0,1.2
Toyota,2014,Camry,2014 Toyota Camry Altise,USED,Automatic,Front,Unleaded,7.8,186624.0,White / Grey  Cloth,4 cyl,Sedan,4 Doors, 5 Seats,VIC,4.0,2.5
Audi,2015,A6,2015 Audi A6 1.8 Tfsi,USED,Automatic,Front,Premium,5.7,148222.0,White / Black,4 cyl,Sedan,4 Doors, 5 Seats,ACT,4.0,1.8
Honda,2015,Odyssey,2015 Honda Odyssey VTI-L,USED,Automatic,Front,Unleaded,7.8,75219.0,Grey / -,4 cyl,Wagon,4 Doors, 7 Seats,VIC,4.0,2.4
Volvo,2018,XC90,2018 Volvo XC90 D5 Inscription,USED,Automatic,AWD,Diesel,5.9,86055.0,White / Black,4 cyl,SUV,4 Doors, 7 Seats,QLD,4.0,2.0
Volkswagen,2022,Multivan,2022 Volkswagen Multivan Comfortline Premium TDI340 SWB,NEW,Automatic,Front,Diesel,6.6,25.0,Grey / Titanium Black Cloth,4 cyl,Wagon,4 Doors, 7 Seats,NSW,4.0,2.0
Mercedes-Benz,2013,C-CLASS,2013 Mercedes-Benz C-CLASS C250 Elegance,USED,Automatic,Rear,Premium,7.6,184900.0,Black / -,-,Wagon,missing_dr,missing_seats,NSW,4.0,2.2
Jaguar,2016,XE,2016 Jaguar XE 25T R-Sport,USED,Automatic,Rear,Premium,7.5,82168.0,Blue / Cloth,4 cyl,Sedan,4 Doors, 5 Seats,VIC,4.0,2.0
Volkswagen,2016,Tiguan,2016 Volkswagen Tiguan 110 TSI Trendline,USED,Automatic,Front,Premium,6.3,78804.0,Blue / Grey,4 cyl,SUV,4 Doors, 5 Seats,NSW,4.0,1.4
Mazda,2015,6,2015 Mazda 6,USED,Automatic,Other,-,7.6,123041.0,Grey / -,-,missing_btc,missing_dr,missing_seats, WA,4.0,2.2
Citroen,2011,C3,2011 Citroen C3 Exclusive,USED,Automatic,Front,Premium,7.0,112912.0,Black / -,4 cyl,Hatchback,5 Doors, 5 Seats,ACT,4.0,1.6
Toyota,2013,Hilux,2013 Toyota Hilux SR (4X4),USED,Manual,4WD,Diesel,8.2,267299.0,White / -,4 cyl,Ute / Tray,2 Doors, 3 Seats,VIC,4.0,3.0
Holden,2017,Barina,2017 Holden Barina LS,USED,Automatic,Front,Premium,6.6,71241.0,Red / Black,4 cyl,Hatchback,5 Doors, 5 Seats,NSW,4.0,1.6
Nissan,2005,Elgrand,2005 Nissan Elgrand E51 HIGHWAYSTAR 2.5L 8 SEATER,USED,Automatic,Other,-,7.6,65338.0,Silver / -,-,Wagon,missing_dr,missing_seats,VIC,4.0,2.2
Isuzu,2021,D-MAX,2021 Isuzu D-MAX SX (4X2),USED,Manual,Rear,Diesel,8.0,16000.0,White / -,4 cyl,Ute / Tray,2 Doors, 2 Seats,VIC,4.0,3.0
Mazda,2023,BT-50,2023 Mazda BT-50 Thunder (4X4),NEW,Automatic,4WD,Diesel,8.0,10.0,Grey / Brown Leather,4 cyl,Ute / Tray,4 Doors, 5 Seats,NSW,4.0,3.0
MG,2022,MG3,2022 MG MG3 Auto Excite (with Navigation),USED,Automatic,Front,Premium,6.7,683.0,White / Grey,4 cyl,Hatchback,5 Doors, 5 Seats,NSW,4.0,1.5
Mercedes-Benz,2010,CLC200,2010 Mercedes-Benz CLC200 Kompressor,USED,Automatic,Rear,Premium,9.0,121110.0,Black / -,4 cyl,Coupe,2 Doors, 4 Seats,VIC,4.0,1.8
Toyota,2022,Corolla,2022 Toyota Corolla ZR,USED,Automatic,Other,Unleaded,7.6,18928.0,- / 44Lb20,-,Hatchback,missing_dr,missing_seats,NSW,4.0,2.2
Suzuki,2021,Vitara,2021 Suzuki Vitara Turbo,USED,Automatic,Front,Premium,5.9,38095.0,White / Black,4 cyl,SUV,4 Doors, 5 Seats,NSW,4.0,1.4
Mercedes-Benz,2017,A180,2017 Mercedes-Benz A180,USED,Automatic,Front,Premium,5.8,88000.0,Black / -,4 cyl,Hatchback,5 Doors, 5 Seats,QLD,4.0,1.6
Toyota,2020,Corolla,2020 Toyota Corolla Ascent Sport Hybrid,USED,Automatic,Front,Hybrid,4.2,70334.0,White / Black,4 cyl,Hatchback,5 Doors, 5 Seats,VIC,4.0,1.8
Mercedes-Benz,2022,GLE63,2022 Mercedes-Benz GLE63 S 4Matic+ (hybrid),USED,Automatic,AWD,Hybrid,12.4,10795.0,White / Black,8 cyl,SUV,4 Doors, 5 Seats,NSW,8.0,4.0
Volkswagen,2007,EOS,2007 Volkswagen EOS 2.0T FSI,USED,Automatic,Front,Premium,8.2,141397.0,Black / -,4 cyl,Convertible,2 Doors, 4 Seats,VIC,4.0,2.0
Mercedes-Benz,2016,C300,2016 Mercedes-Benz C300,USED,Automatic,Rear,Premium,6.6,100612.0,Grey / Leather,4 cyl,Coupe,2 Doors, 4 Seats,ACT,4.0,2.0
Nissan,2011,Navara,2011 Nissan Navara ST (4X4),USED,Manual,4WD,Diesel,9.8,152000.0,White / -,4 cyl,Ute / Tray,4 Doors, 5 Seats,NSW,4.0,2.5
Honda,2018,CR-V,2018 Honda CR-V VTI-S (2WD),USED,Automatic,Front,Unleaded,7.3,78443.0,Silver / -,4 cyl,SUV,4 Doors, 5 Seats,QLD,4.0,1.5
Hyundai,2022,Tucson,2022 Hyundai Tucson Highlander (awd),USED,Automatic,AWD,Diesel,6.3,23031.0,Blue / -,4 cyl,SUV,4 Doors, 5 Seats,NSW,4.0,2.0
Peugeot,2013,308,2013 Peugeot 308 Style,USED,Automatic,Front,Premium,7.9,97525.0,White / Black,4 cyl,Hatchback,5 Doors, 5 Seats,QLD,4.0,1.6
Hyundai,2022,Kona,2022 Hyundai Kona N,USED,Automatic,Front,Premium,9.0,10498.0,Black / -,4 cyl,SUV,4 Doors, 5 Seats, WA,4.0,2.0
Nissan,2015,Navara,2015 Nissan Navara ST (4X2),USED,Manual,Rear,Diesel,6.3,116755.0,Grey / -,4 cyl,Ute / Tray,4 Doors, 5 Seats,TAS,4.0,2.3
Nissan,2020,X-Trail,2020 Nissan X-Trail ST (2WD),USED,Automatic,Front,Unleaded,7.9,58515.0,Grey / -,4 cyl,SUV,4 Doors, 5 Seats,NSW,4.0,2.5
GWM,2023,Haval,2023 GWM Haval Jolion LUX Hybrid,NEW,Automatic,Front,-,5.0,11.0,Black / Black,4 cyl,SUV,4 Doors, 5 Seats,NSW,4.0,1.5
Toyota,2005,Camry,2005 Toyota Camry Sportivo,USED,Manual,Front,Unleaded,8.8,199931.0,Blue / Black,4 cyl,Sedan,4 Doors, 5 Seats,NSW,4.0,2.4
Subaru,2011,Outback,2011 Subaru Outback 3.6R Premium,USED,Automatic,AWD,Premium,10.3,91016.0,Black / Black,6 cyl,SUV,4 Doors, 5 Seats,NSW,6.0,3.6
Toyota,2018,Hilux,2018 Toyota Hilux Rogue (4X4),USED,Automatic,4WD,Diesel,8.5,75863.0,Red / Black,4 cyl,Ute / Tray,4 Doors, 5 Seats,NSW,4.0,2.8
